"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","518","test_playwright_homepage_h1[firefox]","tests.external","Wed Feb 18 12:05:37 UTC 2026","passed","Wed Feb 18 12:05:37 UTC 2026","","test_playwright_title","",""
"","427","test_playwright_homepage_h1[chromium]","tests.external","Wed Feb 18 12:05:35 UTC 2026","passed","Wed Feb 18 12:05:35 UTC 2026","","test_playwright_title","",""
